marker;r2_null;r2_full;r2_delta;lrt_stat;lrt_df;lrt_pvalue;beta_marker;beta_marker_se;beta_marker_pvalue;r2_delta_ci_low;r2_delta_ci_high;n_bootstrap
Left_Putamen;0.23935545664731914;0.6405086621546037;0.4011532055072845;38.54616003240784;1;5.34738752731396e-10;-13.404879253490071;1.8267814130065214;2.1684707596394e-13;0.3546198505229627;0.6372810756480575;500
Left_Hippocampus;0.23935545664731914;0.6348656024832899;0.39551014583597077;36.602325248176555;1;1.448588197622918e-09;-11.958973922490507;1.7073857884613024;2.48294708902591e-12;0.3687558409336623;0.657471750326905;500
Left_Pallidum;0.23935545664731914;0.7020355801404535;0.46268012349313437;49.85026495500637;1;1.659379736410985e-12;-10.679784108082996;1.2288587371426667;3.59848186891977e-18;0.4292029882902976;0.7024943708042337;500
Left_Amygdala;0.23935545664731914;0.5513141789430244;0.3119587222957052;27.47790390089159;1;1.5889959573685375e-07;-18.964975427665287;3.2006651329094797;3.1168372508504133e-09;0.22860294348439236;0.5333212993394053;500
Left_Accumbens_area;0.23935545664731914;0.4710047668474659;0.23164931020014676;18.601731875808582;1;1.6107415227848727e-05;-18.73296998639934;3.984905682282774;2.5891330734127112e-06;0.13147291560416835;0.41927879741226654;500
Left_Caudate;0.23935545664731914;0.48320600669589736;0.24385055004857822;15.336787341404886;1;8.99477796813065e-05;-8.57807148303979;1.9190068791337125;7.8198496911714e-06;-0.025810609468037485;0.49427612243397;500
Left_Thalamus;0.23935545664731914;0.7011212098293974;0.46176575318207824;48.366241329550405;1;3.536034086537223e-12;-10.54169458047937;1.2532050280871456;4.0380845519033077e-17;0.4250099754920798;0.7196226537613537;500
Right_Hippocampus;0.23935545664731914;0.6280444851639592;0.38868902851664;35.741923046393595;1;2.252639514504023e-09;-12.150828482935745;1.729732099502375;2.1454497682528232e-12;0.34529924678072094;0.6277678219629292;500
Right_Accumbens_area;0.23935545664731914;0.5006807602757928;0.2613253036284736;21.391651111293527;1;3.7439797191564206e-06;-15.3612779695088;2.99707156049153;2.9686077025518134e-07;0.10337852699963601;0.4603311885972166;500
Right_Amygdala;0.23935545664731914;0.46527948112535356;0.22592402447803442;17.206348915837452;1;3.353138605244164e-05;-16.938458360877057;3.7284623463176487;5.5455445342177684e-06;0.03632804614670139;0.4327156491595342;500
Left_VentralDC;0.23935545664731914;0.7318107981870252;0.49245534153970605;56.72340331147075;1;5.016298033381006e-14;-14.232485866386138;1.5086007960440644;3.938790332958726e-21;0.4638628192409684;0.7272859417162634;500
Right_Caudate;0.23935545664731914;0.47669404122160974;0.2373385845742906;14.95507352189344;1;0.0001101016071511106;-8.05345088711923;1.8174569893759238;9.3725553319757e-06;-0.05532318773463418;0.47095982126410885;500
Right_Pallidum;0.23935545664731914;0.5895197546040256;0.35016429795670645;32.21325717602207;1;1.3814493500814249e-08;-9.67273394953795;1.4665960769364548;4.24215740980193e-11;0.24270554595633959;0.6096501459729003;500
Right_Putamen;0.23935545664731914;0.5413171294623537;0.3019616728150345;25.01599777545283;1;5.685660335619478e-07;-12.444324257351788;2.1983576053970975;1.5072426270624487e-08;0.21306470634453867;0.532302587049186;500
